ID,VOICE,TEXT COLOR,PORTRAIT,ROUTE TO AFTER,CHOICE_1,CHOICE_1_NEXT,CHOICE_2,CHOICE_2_NEXT,ENGLISH,SPANISH,JAPANESE,GERMAN,CHINESE,CHINESE SIMPLIFIED,KOREAN,ITALIAN,PORTUGUESE
boss_blue_knight_bobo_b1,snd_talk_lowmid,f3773b,spr_portrait_bobo,-1,-1,-1,-1,-1,"`sWHY IS NO ONE LISTENING TO ME, BLUE KNIGHT?","`sPOR QUÉ NADIE ME ESTÁ ESCUCHANDO, CABALLERO AZUL?",`sなんで誰も俺の言うこと聞かないんだ青騎士！,"`sWARUM HÖRT KEINER AUF MICH, BLAUER RITTER?",s為什麼沒有人聽我的話了，藍色騎士?,s为什么没有人听我的话了，蓝色骑士?,"`s푸른 기사여, 왜 아무도 내 말을 듣지 않는 것이지??","`sPERCHE' NESSUNO MI STA ASCOLTANDO, CAVALIERE BLU?","`sPOR QUE NINGUEM TA ME ESCUTANDO, GUERREIRO AZUL?"
boss_blue_knight_bobo_b2,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,We only listen to The Great Bobo.,Solo seguimos ordenes del Gran Bobo.,俺たちは偉大なるボボ様の命令しか聞かない。,Wir hören nur auf den großen Bobo.,我們只願服從偉大的波波。,我们只愿服从伟大的波波。,"우리는 위대한 보보님의 말만 듣는다,",Seguiamo solo il Grande Bobo.,Apenas ouvimos O Grande Bobo.
boss_blue_knight_bobo_b3,snd_talk_lowmid,f3773b,spr_portrait_bobo,-1,-1,-1,-1,-1,`sI AM BOBO!!,`sYO SOY BOBO!!,`s俺がボボだ！！,`sICH BIN BOBO!,s我就是波波啊!!,s我就是波波啊!!,`s내가 보보라고!!!,`sIO SONO BOBO!!,`sEU SOU O BOBO!!
boss_blue_knight_bobo_b4,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,Pretending to be Great will not give you power.,Pretender ser El Grande no te dará poder.,偉大なフリをしても力は手に入らんぞ。,"Du wirst keine Macht erlangen, in dem du so tust.",裝作尊主的你是得不到任何力量的。,装作尊主的你是得不到任何力量的。,위대한 자를 사칭하는 것은 용서하지 않겠다.,Fingere di esse il Grande non ti darà mai potere.,Fingir ser O Grande não vai te dar poder.
boss_blue_knight_bobo_b5,snd_talk_lowmid,f3773b,spr_portrait_bobo,-1,-1,-1,-1,-1,`sI MADE YOU!!,`sYO TE CREÉ,`s俺がお前を作ったんだぞ！！,`sICH HABE DICH ERSCHAFFEN!,s我造了你!,s我造了你!,`s넌 내가 만들었다고!!!,`sTI HO CREATO!!,`sEU CRIEI VOCÊ!!
boss_blue_knight_bebe_a1,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,You've done well to get this far.,Haz hecho bien llegando tan lejos.,ここまでよく辿り着いた。,"Gut gemacht, dass du so weit gekommen bist.",你能到達這裡還真不簡單。,你能到达这里还真不简单。,여기까지 잘 왔다.,Complimenti per essere arrivata così lontana.,Você foi bem para chegar até aqui.
boss_blue_knight_bebe_a2,snd_talk_high,bf794d,spr_portrait_bebe,-1,-1,-1,-1,-1,Where is the wizard!,Dónde está el mago?,魔法使いはどこだ！,Wo ist der Zauberer!,巫師人呢?,巫师人呢?,마법사는 어디에 있죠?,Dov'è il mago!,Onde está o mago!
boss_blue_knight_bebe_a3,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,Are you worthy of that answer?,Te mereces esa respuesta?,お前にその答えを得る資格があるのか？,Bist du dieser Antwort wert?,你配得上那個答案嗎?,你配得上那个答案吗?,그 대답을 들을 자격이 있다고 생각하나?,Sei degna di una risposta?,Você merece essa resposta?
boss_blue_knight_bebe_a4,snd_talk_high,bf794d,spr_portrait_bebe,-1,-1,-1,-1,-1,`sTELL ME!,`sDIME!,`s教えろ！,`sSAG ES MIR!,s跟我說啦!,s跟我说啦!,`s어서 말해요!,`sDIMMELO!,`sFALA PRA MIM!
boss_blue_knight_bebe_b1,snd_talk_high,bf794d,spr_portrait_bebe,-1,-1,-1,-1,-1,I'm hungry!,Tengo hambre!,腹減った！,Ich hab Hunger!,我餓了!,我饿了!,저 배고프다고요!,Ho fame!,Eu to com fome!
boss_blue_knight_bebe_b2,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,What? How did you get up here?,Qué? Cómo subiste aquí?,は？どうやってここまで来た？,Was? Wie bist du hierher gekommen?,什麼? 你是怎麼到這裡的?,什么? 你是怎么到这里的?,뭐라고? 여기는 어떻게 올라왔지?,Cpsa? Come sei arrivata qua su?,Que? Como você chegou até aqui acima?
boss_blue_knight_bebe_b3,snd_talk_high,bf794d,spr_portrait_bebe,-1,-1,-1,-1,-1,Give me food!,Dame comida!,食べ物くれ！,Gib mir Essen!,給我吃的!,给我吃的!,빨리 먹을거 줘요!,Dammi da mangiare!,Me de comida!
boss_blue_knight_bubu_a1,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,You've done well to get this far.,Haz hecho bien llegando tan lejos.,ここまでよく辿り着いた。,"Gut gemacht, dass du so weit gekommen bist.",你能到達這裡還真不簡單。,你能到达这里还真不简单。,여기까지 잘 왔다.,Complimenti per essere arrivato così lontano.,Você foi bem para chegar até aqui.
boss_blue_knight_bubu_a2,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,"Uh, hi. Thanks. Which way are the stairs?","Uh, hola. Gracias. Dónde están las escaleras?",えっと、どうも。階段はどっち？,"Ähm, hi. Danke. Wo sind die Treppen?",呃，嗨。 請問樓梯哪邊走-,呃，嗨。 请问楼梯哪边走-,"어, 고마워요. 근데 계단은 어디있죠?","Uh, ciao. Grazie. In che direzione sono le scale?","Uh, oi. Obrigado. Que direção são as escadas?"
boss_blue_knight_bubu_a3,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,You must first prove yourself to me.,Primero debes probarte ante mi.,まずは私に己を証明してみせよ。,Erst musst du dich mir erweisen.,你得先向我證明你自己。,你得先向我证明你自己。,다음 층으로 가려면 나에게 자격을 보여줘야 한다.,"Devi prima provare che sei degno, sconfiggimi.",Você devera se provar pra mim primeiro.
boss_blue_knight_bubu_a4,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,No thanks I just need the stairs-,"No gracias, solo necesito las escaleras-",いや結構、階段だけ教えて,"Nein danke, ich möchte nur zu den Treppen-",不我只是在找樓梯而已-,不我只是在找楼梯而已-,그런건 모르겠고 계단은 어디에-,No grazie devo solo andare dalle scale-,Não obrigado eu so preciso das escadas-
boss_blue_knight_bubu_b1,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,The thief approaches.,El ladrón se acerca.,盗人が近づく。,Der Dieb kommt näher.,小偷來了。,小偷来了。,그 도둑이 여기까지 왔군.,Il ladro si avvicina.,O ladrão se aproxima.
boss_blue_knight_bubu_b2,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,What? I've never stolen a thing in my life.,Qué? Nunca he robado algo en mi vida!,は？人のもの盗んだことなんて一度もないし。,Was? Ich habe noch nie geklaut.,啥? 我一生中從來沒偷過半件東西啊。,啥? 我一生中从来没偷过半件东西啊。,그게 무슨 소리에요! 전 여태까지 한번도 물건을 훔친적이 없다고요.,Cosa?Non ho mai rubato niente in tutta mia vita.,Que? Eu nunca roubei nada na minha vida.
boss_blue_knight_bubu_b3,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,The liar approaches.,El mentiroso se acerca.,嘘つきが近づく。,Der Lügner kommt näher.,騙子來了。,骗子来了。,도둑이 거짓말까지 하는군.,Il bugiardo si avvicina.,
boss_blue_knight_bubu_b4,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,I just need some coin for GranGran's debt!,Solo necesito dinero para la deuda de GranGran!,ばあちゃんの借金返すのに金がいるだけ！,Ich brauche nur ein paar Münzen für Oma's Schulden!,我只是需要一些錢還清我奶奶的債啊!,我只是需要一些钱还清我奶奶的债啊!,빚 때문에 코인이 필요했단 말이에요!,Ho solo bisogno di qualche moneta per il debito di mia nonna!,Eu so preciso de algumas moedas para a dívida do GranGran!
boss_blue_knight_bubu_b5,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,Leave me alone!,Déjame en paz!,ほっといて！,Lass mich in Ruhe!,別來煩我!,别来烦我!,날 좀 내버려둬요!,Lasciami in pace!,Saia dessa torre!
boss_blue_knight_byby_a1,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,I sense a warrior approaching.,Siento a un guerrero acercarse.,戦士の気配がする。,Ich spüre einen Kämpfer sich nähern.,我感受到一位戰士正在逼近。,我感受到一位战士正在逼近。,그 용사가 여기까지 왔군.,Senso un guerriero avvicinarsi.,Eu sinto um guerreiro se aproximando.
boss_blue_knight_byby_a2,snd_talk_low,-1,spr_portrait_byby,-1,-1,-1,-1,-1,Huh? Where? Is that who built this darn tower?,Huh? Dónde? Fue él el que construyó esta torre?,は？どこ？この塔建てたやつか？,"Was? Wo? Ist das der, der den verdammten Turm gebaut hat?",啥? 哪兒? 你指的是蓋了這座笨塔的伙計嗎?,啥? 哪儿? 你指的是盖了这座笨塔的伙计吗?,뭐 누구? 그자가 이 탑을 지었나?,Huh? Dove? E' lui che ha costruito questa torre?,Huh? Onde? Aquele é o cara que construiu essa maldita torre?
boss_blue_knight_byby_b1,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,You lack grace.,Te falta gracia.,お前には品がない。,Dir fehlt Eleganz.,你缺乏優雅。,你缺乏优雅。,언행에 품위가 없군.,Ti manca grazia.,Falta bondade em voce.
boss_blue_knight_byby_b2,snd_talk_low,-1,spr_portrait_byby,-1,-1,-1,-1,-1,You lack a fist down yer gullet!,A tí te falta un puńete en la cara.,お前には拳がのど元にねぇな！,Dir fehlt eine Faust in deinem Gesicht!,你的喉嚨缺乏我一拳!,你的喉咙缺乏我一拳!,한주먹거리가 말도 많군!,Ti manca un pugno in gola!,Falta um soco abaixo da sua garganta!
boss_slingshot_bibi_a1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Stay back!,Deténte ahí!,下がれ！,Bleib zurück!,給我退下!,给我退下!,물러서라!,Stai indietro!,Não se mexa!
boss_slingshot_bibi_a2,snd_talk_highmid,c785e7,spr_portrait_bibi,-1,-1,-1,-1,-1,Is this good?,Aquí esta bien?,これでいい？,Ist das gut?,這樣可以嗎?,这样可以吗?,이정도면 됐어요?,Così va bene?,Isso é bom?
boss_slingshot_bibi_a3,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,More!,Más!,もっとだ！,Mehr!,更後面點!,更后面点!,더!,Di più!,Mais!
boss_slingshot_bibi_a4,snd_talk_highmid,c785e7,spr_portrait_bibi,-1,-1,-1,-1,-1,I'll fall off the edge!,Me caeré por el borde!,落ちちゃう！,Ich werden von der Kante fallen!,我快摔下去了!,我快摔下去了!,여기서 더 가면 떨어지는데요!,Così cado!,Eu vou cair da beirada!
boss_slingshot_bibi_a5,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Exactly!,Exacto!,そう、それだ！,Genau!,很好!,很好!,그래!,Esattamente!,Exatamente!
boss_slingshot_bibi_b1,snd_talk_highmid,c785e7,spr_portrait_bibi,-1,-1,-1,-1,-1,Wow! Cool slingshots!,Wao! Que buenas hondas!,わー！カッコいいパチンコ！,Wow! Coole Steinschleudern!,哇! 好酷的彈弓喔!,哇! 好酷的弹弓喔!,우와! 새총 멋지다!,Wow! Belle fionde!,Wow! Estilingues legais!
boss_slingshot_bibi_b2,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Don't mock The Incredible Slingshot Brothers!,No te burles de Los Increíbles Hermanos Honda!,偉大なるパチンコ兄弟をバカにするな！,Mach dich nicht über die Großartigen Steinschleuder Gebrüder lustig!,禁止侮辱不可思議的彈弓兄弟!,禁止侮辱不可思议的弹弓兄弟!,슬링샷 형제를 얕보지 마라!,Non ridicolizzare gli incredibili Fratelli Fionda!,Não faz graça com Os Incriveis Irmãos Estilingue!
boss_slingshot_bibi_b3,snd_talk_highmid,c785e7,spr_portrait_bibi,-1,-1,-1,-1,-1,I meant it :(,Era enserio :(,本気で言ったのに :(,Ich mein es ernst :(,但我是認真的啊 :(,但我是认真的啊 :(,빈말인거 어떻게 알았지? :(,Ero sincera :(,Eu tava falando serio :(
boss_slingshot_bibi_c1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Load your slingshots!,Carguen sus hondas!,パチンコに弾を装填せよ！,Ladet eure Steinschleudern!,將彈弓上膛吧!,将弹弓上膛吧!,새총을 장전해라!,Caricate le vostre fionde!,Carreguem seus estilingues!
boss_slingshot_bibi_c2,snd_talk_highmid,c785e7,spr_portrait_bibi,-1,-1,-1,-1,-1,I don't have one :(,No tengo una :(,持ってないよ :(,Ich hab keine :(,我沒有啊 :(,我没有啊 :(,저는 그런거 없는데요 :(,Ma io non ho una fionda :(,Eu não tenho um :(
boss_slingshot_bibi_c3,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Not you!,Tú no!,お前じゃない！,Nicht du!,不是在說你!,不是在说你!,너 말고!,Non stavo parlando con te!,Você não!
boss_slingshot_baba_a1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Prepare for a beating at a medium-distance range!,Prepárate para una paliza a media-distancia!,中距離からの一撃を覚悟しろ！,"Mach dich bereit, auf mittlerer Distanz zerschlagen zu werden!",做好在中等距離被擊敗的準備吧!,做好在中等距离被击败的准备吧!,우리들의 원거리 폭격을 기대하라!,Preparati pe una sconfitta a media distanza!,Prepare-se pra levar uma surra a uma distancia média!
boss_slingshot_baba_a2,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,*stretches* okay.,*se estira* okay.,*ストレッチ* オッケー。,*streckt sich* okay.,*伸懶腰* 好喔。,*伸懒腰* 好喔。,*몸을 풀며* 그래.,*stirandosi* okay.,*estica-se* ok.
boss_slingshot_baba_b1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,...,...,…,...,...,...,...,...,...
boss_slingshot_baba_b2,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Aren't you boys supposed to be bothering me?,No se supone que tu hombres deberían molestarme?,お前らって、私に絡んでくるんじゃなかったの？,Sollt ihr Jungs mich nicht nerven?,男孩們，你們不是應該要開始煩我了嗎?,男孩们，你们不是应该要开始烦我了吗?,너희들이 날 방해하는 역할이 아니였던가?,Non dovreste provare a fermarmi?,"Iai rapazes, vocês nao deviam estar me incomodando?"
boss_slingshot_baba_b3,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Oh yes! Right!,Ah sí! Cierto!,あ、そうだ！その通り！,Oh ja! Stimmt!,喔對齁! 忘了!,喔对齁! 忘了!,아 그래! 맞다!,Oh vero!,Oh sim! Certo!
boss_slingshot_bobo_a1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Prepare for battle!,Prepárense para la batalla!,戦闘準備！,Mach dich bereit für den Kampf!,準備開戰吧!,准备开战吧!,전투에 대비하라!,Tempo di combattere!,Prepare-se para a batalha!
boss_slingshot_bobo_a2,snd_talk_lowmid,f3773b,spr_portrait_bobo,-1,-1,-1,-1,-1,Maybe I go lighter on the defenses next time..,Quizas iré más ligero en las defensas la próxima vez.,次は防御もうちょっと軽くしよっかな…,Vielleicht sollte ich meine Verteidigung runterschrauben...,或許下次防禦可以不用這麼過火...,或许下次防御可以不用这么过火...,괜히 방어에 너무 신경 쓴 것 같군...,Forse dovrei fare le mie difese più innoque..,Talvez eu pegue mais leve na defesa da próxima vez...
boss_slingshot_bobo_b1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,You'll never get past us!,Nunca pasarás por nosotros!,ここは通さねぇぞ！,Du kommst nie an uns vorbei!,你永遠都過不了這關的!,你永远都过不了这关的!,여기는 절대로 못 지나간다!,Non passerai oltre a noi!,Você nunca vai conseguir passar por nos!
boss_slingshot_bobo_b2,snd_talk_lowmid,f3773b,spr_portrait_bobo,-1,-1,-1,-1,-1,`sI SHOULDN'T NEED TO!,`sNO DEBERÍA NECESITARLO!,`s通す必要ねぇだろ！,`sSOLLTE ICH AUCH NICHT MÜSSEN!,s我本來就不用啊!,s我本来就不用啊!,`s내가 왜 내 경비를 뚫어야 하냐고!!!,`sNON DOVREI AVERNE BISOGNO!,`sEU NÃO DEVIA PRECISAR!
boss_slingshot_bebe_a1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,`sAH! A GIANT RAT!,`sAH! UNA RATA GIGANTE!,`sぎゃー！でかいネズミ！,`sAH! EINE RIESIGE RATTE!,s啊啊啊! 一隻大老鼠!,s啊啊啊! 一只大老鼠!,`s크아악! 거대한 쥐다!!!,`sAH! UN RATTO GIGANTE!,`sAH! UM RATO GIGANTE!
boss_slingshot_bebe_a2,snd_talk_high,bf794d,spr_portrait_bebe,-1,-1,-1,-1,-1,You guys look fun!!,Ustedes se ven divertidos!,お前ら楽しそうだな！！,Ihr Jungs seht spaßig aus!,你們看起來真好玩!!,你们看起来真好玩!!,너희들도 웃기게 생겼어!,Sembrate divertenti!!,Vocês parecem divertidos!!
boss_slingshot_bubu_a1,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,Excuse me!,Perdón!,すみません！,Entschuldigung!,不好意思!,不好意思!,실례합니다!,Excuse me!,Ei ai!
boss_slingshot_bubu_a2,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,I'm here to repair the staircase?,Estoy aquí para reparar la escalera?,階段の修理に来ました！,"Ich bin hier, um das Treppenhaus zu reparieren?",我是來維修樓梯的?,我是来维修楼梯的?,저 여기 계단 고치러 왔는데요...,Sono qua per riparare le scale?,Eu to aqui pra arrumar as ecadas?
boss_slingshot_bubu_a3,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Finally! It's been missing for weeks!,Finalmente! Lleva perdida por semanas!,やっとか！何週間も行方不明だったぞ！,Endlich! Es ist seit Wochen verschwunden!,終於來了! 它已經失蹤好幾星期了!,终于来了! 它已经失踪好几星期了!,드디어 왔구나! 몇주나 기다렸는데!,Finalmente! E' mancato da settimane!,Finalmente! Estava desaparecido por semanas!
boss_slingshot_bubu_a4,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,Let me guess..,Déjame adivinar...,当ててみよう…,Lasst mich raten..,讓我猜猜...,让我猜猜...,그랬구나...,Fammi indovinare..,Deixa eu adivinhar..
boss_slingshot_bubu_b1,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,I'm just another Yellow Skeleton passing through!,Soy otro Esqueleto Amarillo pasando!,ただ通りすがりのイエロースケルトンです！,Nur ein weiteres Gelbes Skelett dass hier durch muss!,我就只是隻路過的黃色骷髏喔!,我就只是只路过的黄色骷髅喔!,저도 노란 해골인데 길 좀 지나갈게요!,Sono un semplice Scheletro Giallo!,Eu sou apenas mais um Esqueleto Amarelo passando por aqui!
boss_slingshot_bubu_b2,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,What's the Yellow Skeleton Password?,Cuál es la Contraseña Esqueleto Amarillo?,イエロースケルトンの合言葉は？,Was ist das Gelbe Skelett Passwort?,請問黃色骷髏暗號是甚麼?,请问黄色骷髅暗号是什么?,그래? 그렇다면 암호를 대라!,Qual è la password degli Scheletri Gialli?,Qual é a Senha do Esqueleto Amarelo?
boss_slingshot_bubu_b3,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,..Yellow Password?,..Contraseña Amarilla?,…イエローパスワード？,..Gelbes Passwort?,"...""黃色芝麻開門""?","...""黄色芝麻开门""?",...'노란 암호'?,..Password Gialla?,...Senha Amarela?
boss_slingshot_bubu_b4,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,IMPOSTER! It's Green Password!,IMPOSTOR! Es Contraseña Verde!,偽物！正解は「グリーンパスワード」だ！,HOCHSTAPLER! Es ist Grünes Passwort!,"你這個騙子! 答案是""綠色芝麻開門""!","你这个骗子! 答案是""绿色芝麻开门""!",틀렸어! '푸른 암호'다!,IMPOSTORE! E' Password Verde!,"Desesperada para que seu desejo seja realizado, Bebe escala a traiçoeira torre de Bobo. Certamente o grande e malvado mago poderá tornar seu sonho realidade! Mas que segredinhos se escondem por trás daquelas orelhas enormes...?"
